"year","Label (Grouping)","state","series","measure","value"
"df_pop_2017","HOUSEHOLD INCOME (IN 2017 INFLATION ADJUSTED DOLLARS)","Texas","Total","Estimate",NA
"df_pop_2017","HOUSEHOLD INCOME (IN 2017 INFLATION ADJUSTED DOLLARS)","Texas","Total.Uninsured","Estimate",NA
"df_pop_2017","HOUSEHOLD INCOME (IN 2017 INFLATION ADJUSTED DOLLARS)","Texas","Uninsured.Share",NA,NA
"df_pop_2017","HOUSEHOLD INCOME (IN 2017 INFLATION ADJUSTED DOLLARS)","Utah","Total","Estimate",NA
"df_pop_2017","HOUSEHOLD INCOME (IN 2017 INFLATION ADJUSTED DOLLARS)","Utah","Total.Uninsured","Estimate",NA
"df_pop_2017","HOUSEHOLD INCOME (IN 2017 INFLATION ADJUSTED DOLLARS)","Utah","Uninsured.Share",NA,NA
"df_pop_2017","HOUSEHOLD INCOME (IN 2017 INFLATION ADJUSTED DOLLARS)","Virginia","Total","Estimate",NA
"df_pop_2017","HOUSEHOLD INCOME (IN 2017 INFLATION ADJUSTED DOLLARS)","Virginia","Total.Uninsured","Estimate",NA
"df_pop_2017","HOUSEHOLD INCOME (IN 2017 INFLATION ADJUSTED DOLLARS)","Virginia","Uninsured.Share",NA,NA
"df_pop_2017","HOUSEHOLD INCOME (IN 2017 INFLATION ADJUSTED DOLLARS)","Washington","Total","Estimate",NA
"df_pop_2017","HOUSEHOLD INCOME (IN 2017 INFLATION ADJUSTED DOLLARS)","Washington","Total.Uninsured","Estimate",NA
"df_pop_2017","HOUSEHOLD INCOME (IN 2017 INFLATION ADJUSTED DOLLARS)","Washington","Uninsured.Share",NA,NA
"df_pop_2017","HOUSEHOLD INCOME (IN 2017 INFLATION ADJUSTED DOLLARS)","West.Virginia","Total","Estimate",NA
"df_pop_2017","HOUSEHOLD INCOME (IN 2017 INFLATION ADJUSTED DOLLARS)","West.Virginia","Total.Uninsured","Estimate",NA
"df_pop_2017","HOUSEHOLD INCOME (IN 2017 INFLATION ADJUSTED DOLLARS)","West.Virginia","Uninsured.Share",NA,NA
"df_pop_2017","HOUSEHOLD INCOME (IN 2017 INFLATION ADJUSTED DOLLARS)","Wisconsin","Total","Estimate",NA
"df_pop_2017","HOUSEHOLD INCOME (IN 2017 INFLATION ADJUSTED DOLLARS)","Wisconsin","Total.Uninsured","Estimate",NA
"df_pop_2017","HOUSEHOLD INCOME (IN 2017 INFLATION ADJUSTED DOLLARS)","Wisconsin","Uninsured.Share",NA,NA
"df_pop_2017","    Total household population","Alabama","Total","Estimate",4743689
"df_pop_2017","    Total household population","Alabama","Total.Uninsured","Estimate",444383
"df_pop_2017","    Total household population","Alabama","Uninsured.Share",NA,NA
"df_pop_2017","    Total household population","Alaska","Total","Estimate",701326
"df_pop_2017","    Total household population","Alaska","Total.Uninsured","Estimate",94772
"df_pop_2017","    Total household population","Alaska","Uninsured.Share",NA,NA
"df_pop_2017","    Total household population","Arizona","Total","Estimate",6846699
"df_pop_2017","    Total household population","Arizona","Total.Uninsured","Estimate",689179
"df_pop_2017","    Total household population","Arizona","Uninsured.Share",NA,NA
"df_pop_2017","    Total household population","Arkansas","Total","Estimate",2914699
"df_pop_2017","    Total household population","Arkansas","Total.Uninsured","Estimate",229788
"df_pop_2017","    Total household population","Arkansas","Uninsured.Share",NA,NA
"df_pop_2017","    Total household population","California","Total","Estimate",38644779
"df_pop_2017","    Total household population","California","Total.Uninsured","Estimate",2776699
"df_pop_2017","    Total household population","California","Uninsured.Share",NA,NA
"df_pop_2017","    Total household population","Colorado","Total","Estimate",5463674
"df_pop_2017","    Total household population","Colorado","Total.Uninsured","Estimate",412127
"df_pop_2017","    Total household population","Colorado","Uninsured.Share",NA,NA
"df_pop_2017","    Total household population","Connecticut","Total","Estimate",3468516
"df_pop_2017","    Total household population","Connecticut","Total.Uninsured","Estimate",189786
"df_pop_2017","    Total household population","Connecticut","Uninsured.Share",NA,NA
"df_pop_2017","    Total household population","Florida","Total","Estimate",20516712
"df_pop_2017","    Total household population","Florida","Total.Uninsured","Estimate",2651726
"df_pop_2017","    Total household population","Florida","Uninsured.Share",NA,NA
"df_pop_2017","    Total household population","Georgia","Total","Estimate",10137425
"df_pop_2017","    Total household population","Georgia","Total.Uninsured","Estimate",1360352
"df_pop_2017","    Total household population","Georgia","Uninsured.Share",NA,NA
"df_pop_2017","    Total household population","Idaho","Total","Estimate",1683134
"df_pop_2017","    Total household population","Idaho","Total.Uninsured","Estimate",170643
"df_pop_2017","    Total household population","Idaho","Uninsured.Share",NA,NA
"df_pop_2017","    Total household population","Illinois","Total","Estimate",12491645
"df_pop_2017","    Total household population","Illinois","Total.Uninsured","Estimate",851225
"df_pop_2017","    Total household population","Illinois","Uninsured.Share",NA,NA
"df_pop_2017","    Total household population","Indiana","Total","Estimate",6476293
"df_pop_2017","    Total household population","Indiana","Total.Uninsured","Estimate",531483
"df_pop_2017","    Total household population","Indiana","Uninsured.Share",NA,NA
"df_pop_2017","    Total household population","Iowa","Total","Estimate",3044102
"df_pop_2017","    Total household population","Iowa","Total.Uninsured","Estimate",144529
"df_pop_2017","    Total household population","Iowa","Uninsured.Share",NA,NA
"df_pop_2017","    Total household population","Kansas","Total","Estimate",2821693
"df_pop_2017","    Total household population","Kansas","Total.Uninsured","Estimate",245658
"df_pop_2017","    Total household population","Kansas","Uninsured.Share",NA,NA
"df_pop_2017","    Total household population","Kentucky","Total","Estimate",4313044
"df_pop_2017","    Total household population","Kentucky","Total.Uninsured","Estimate",232672
"df_pop_2017","    Total household population","Kentucky","Uninsured.Share",NA,NA
"df_pop_2017","    Total household population","Louisiana","Total","Estimate",4543707
"df_pop_2017","    Total household population","Louisiana","Total.Uninsured","Estimate",379976
"df_pop_2017","    Total household population","Louisiana","Uninsured.Share",NA,NA
"df_pop_2017","    Total household population","Maine","Total","Estimate",1298453
"df_pop_2017","    Total household population","Maine","Total.Uninsured","Estimate",105534
"df_pop_2017","    Total household population","Maine","Uninsured.Share",NA,NA
"df_pop_2017","    Total household population","Maryland","Total","Estimate",5891325
"df_pop_2017","    Total household population","Maryland","Total.Uninsured","Estimate",363428
"df_pop_2017","    Total household population","Maryland","Uninsured.Share",NA,NA
"df_pop_2017","    Total household population","Massachusetts","Total","Estimate",6604986
"df_pop_2017","    Total household population","Massachusetts","Total.Uninsured","Estimate",184171
"df_pop_2017","    Total household population","Massachusetts","Uninsured.Share",NA,NA
"df_pop_2017","    Total household population","Michigan","Total","Estimate",9728598
"df_pop_2017","    Total household population","Michigan","Total.Uninsured","Estimate",501504
"df_pop_2017","    Total household population","Michigan","Uninsured.Share",NA,NA
"df_pop_2017","    Total household population","Minnesota","Total","Estimate",5442336
"df_pop_2017","    Total household population","Minnesota","Total.Uninsured","Estimate",238393
"df_pop_2017","    Total household population","Minnesota","Uninsured.Share",NA,NA
"df_pop_2017","    Total household population","Mississippi","Total","Estimate",2884638
"df_pop_2017","    Total household population","Mississippi","Total.Uninsured","Estimate",347821
"df_pop_2017","    Total household population","Mississippi","Uninsured.Share",NA,NA
"df_pop_2017","    Total household population","Missouri","Total","Estimate",5929702
"df_pop_2017","    Total household population","Missouri","Total.Uninsured","Estimate",540883
"df_pop_2017","    Total household population","Missouri","Uninsured.Share",NA,NA
"df_pop_2017","    Total household population","Montana","Total","Estimate",1019977
"df_pop_2017","    Total household population","Montana","Total.Uninsured","Estimate",86685
"df_pop_2017","    Total household population","Montana","Uninsured.Share",NA,NA
"df_pop_2017","    Total household population","Nebraska","Total","Estimate",1863602
"df_pop_2017","    Total household population","Nebraska","Total.Uninsured","Estimate",154977
"df_pop_2017","    Total household population","Nebraska","Uninsured.Share",NA,NA
"df_pop_2017","    Total household population","Nevada","Total","Estimate",2952931
"df_pop_2017","    Total household population","Nevada","Total.Uninsured","Estimate",331848
"df_pop_2017","    Total household population","Nevada","Uninsured.Share",NA,NA
"df_pop_2017","    Total household population","New.Hampshire","Total","Estimate",1298360
"df_pop_2017","    Total household population","New.Hampshire","Total.Uninsured","Estimate",75707
"df_pop_2017","    Total household population","New.Hampshire","Uninsured.Share",NA,NA
"df_pop_2017","    Total household population","New.Jersey","Total","Estimate",8815784
"df_pop_2017","    Total household population","New.Jersey","Total.Uninsured","Estimate",685075
"df_pop_2017","    Total household population","New.Jersey","Uninsured.Share",NA,NA
"df_pop_2017","    Total household population","New.Mexico","Total","Estimate",2038783
"df_pop_2017","    Total household population","New.Mexico","Total.Uninsured","Estimate",186022
"df_pop_2017","    Total household population","New.Mexico","Uninsured.Share",NA,NA
"df_pop_2017","    Total household population","New.York","Total","Estimate",19256704
"df_pop_2017","    Total household population","New.York","Total.Uninsured","Estimate",1092609
"df_pop_2017","    Total household population","New.York","Uninsured.Share",NA,NA
"df_pop_2017","    Total household population","North.Carolina","Total","Estimate",9948622
"df_pop_2017","    Total household population","North.Carolina","Total.Uninsured","Estimate",1067451
"df_pop_2017","    Total household population","North.Carolina","Uninsured.Share",NA,NA
"df_pop_2017","    Total household population","Ohio","Total","Estimate",11332783
"df_pop_2017","    Total household population","Ohio","Total.Uninsured","Estimate",680240
"df_pop_2017","    Total household population","Ohio","Uninsured.Share",NA,NA
"df_pop_2017","    Total household population","Oklahoma","Total","Estimate",3810819
"df_pop_2017","    Total household population","Oklahoma","Total.Uninsured","Estimate",540373
"df_pop_2017","    Total household population","Oklahoma","Uninsured.Share",NA,NA
"df_pop_2017","    Total household population","Oregon","Total","Estimate",4050459
"df_pop_2017","    Total household population","Oregon","Total.Uninsured","Estimate",279138
"df_pop_2017","    Total household population","Oregon","Uninsured.Share",NA,NA
"df_pop_2017","    Total household population","Pennsylvania","Total","Estimate",12376083
"df_pop_2017","    Total household population","Pennsylvania","Total.Uninsured","Estimate",681852
"df_pop_2017","    Total household population","Pennsylvania","Uninsured.Share",NA,NA
"df_pop_2017","    Total household population","South.Carolina","Total","Estimate",4871381
"df_pop_2017","    Total household population","South.Carolina","Total.Uninsured","Estimate",536083
"df_pop_2017","    Total household population","South.Carolina","Uninsured.Share",NA,NA
"df_pop_2017","    Total household population","South.Dakota","Total","Estimate",833130
"df_pop_2017","    Total household population","South.Dakota","Total.Uninsured","Estimate",74749
"df_pop_2017","    Total household population","South.Dakota","Uninsured.Share",NA,NA
"df_pop_2017","    Total household population","Tennessee","Total","Estimate",6544126
"df_pop_2017","    Total household population","Tennessee","Total.Uninsured","Estimate",621259
"df_pop_2017","    Total household population","Tennessee","Uninsured.Share",NA,NA
"df_pop_2017","    Total household population","Texas","Total","Estimate",27646113
"df_pop_2017","    Total household population","Texas","Total.Uninsured","Estimate",4785115
"df_pop_2017","    Total household population","Texas","Uninsured.Share",NA,NA
"df_pop_2017","    Total household population","Utah","Total","Estimate",3050837
"df_pop_2017","    Total household population","Utah","Total.Uninsured","Estimate",280578
"df_pop_2017","    Total household population","Utah","Uninsured.Share",NA,NA
"df_pop_2017","    Total household population","Virginia","Total","Estimate",8151938
"df_pop_2017","    Total household population","Virginia","Total.Uninsured","Estimate",720553
"df_pop_2017","    Total household population","Virginia","Uninsured.Share",NA,NA
"df_pop_2017","    Total household population","Washington","Total","Estimate",7228335
"df_pop_2017","    Total household population","Washington","Total.Uninsured","Estimate",441684
"df_pop_2017","    Total household population","Washington","Uninsured.Share",NA,NA
"df_pop_2017","    Total household population","West.Virginia","Total","Estimate",1766938
"df_pop_2017","    Total household population","West.Virginia","Total.Uninsured","Estimate",107477
"df_pop_2017","    Total household population","West.Virginia","Uninsured.Share",NA,NA
"df_pop_2017","    Total household population","Wisconsin","Total","Estimate",5646603
"df_pop_2017","    Total household population","Wisconsin","Total.Uninsured","Estimate",305814
"df_pop_2017","    Total household population","Wisconsin","Uninsured.Share",NA,NA
"df_pop_2017","Under $25,000","Alabama","Total","Estimate",20.6
"df_pop_2017","Under $25,000","Alabama","Total.Uninsured","Estimate",37.4
"df_pop_2017","Under $25,000","Alabama","Uninsured.Share",NA,NA
"df_pop_2017","Under $25,000","Alaska","Total","Estimate",9.7
"df_pop_2017","Under $25,000","Alaska","Total.Uninsured","Estimate",12.4
"df_pop_2017","Under $25,000","Alaska","Uninsured.Share",NA,NA
"df_pop_2017","Under $25,000","Arizona","Total","Estimate",15.3
"df_pop_2017","Under $25,000","Arizona","Total.Uninsured","Estimate",20.5
"df_pop_2017","Under $25,000","Arizona","Uninsured.Share",NA,NA
"df_pop_2017","Under $25,000","Arkansas","Total","Estimate",19.6
"df_pop_2017","Under $25,000","Arkansas","Total.Uninsured","Estimate",24
"df_pop_2017","Under $25,000","Arkansas","Uninsured.Share",NA,NA
"df_pop_2017","Under $25,000","California","Total","Estimate",12.3
"df_pop_2017","Under $25,000","California","Total.Uninsured","Estimate",17.2
"df_pop_2017","Under $25,000","California","Uninsured.Share",NA,NA
"df_pop_2017","Under $25,000","Colorado","Total","Estimate",10.7
"df_pop_2017","Under $25,000","Colorado","Total.Uninsured","Estimate",14.3
"df_pop_2017","Under $25,000","Colorado","Uninsured.Share",NA,NA
"df_pop_2017","Under $25,000","Connecticut","Total","Estimate",10.7
"df_pop_2017","Under $25,000","Connecticut","Total.Uninsured","Estimate",15.6
"df_pop_2017","Under $25,000","Connecticut","Uninsured.Share",NA,NA
"df_pop_2017","Under $25,000","Florida","Total","Estimate",15.9
"df_pop_2017","Under $25,000","Florida","Total.Uninsured","Estimate",22.1
"df_pop_2017","Under $25,000","Florida","Uninsured.Share",NA,NA
"df_pop_2017","Under $25,000","Georgia","Total","Estimate",16.4
"df_pop_2017","Under $25,000","Georgia","Total.Uninsured","Estimate",26.5
"df_pop_2017","Under $25,000","Georgia","Uninsured.Share",NA,NA
"df_pop_2017","Under $25,000","Idaho","Total","Estimate",13.2
"df_pop_2017","Under $25,000","Idaho","Total.Uninsured","Estimate",20.1
"df_pop_2017","Under $25,000","Idaho","Uninsured.Share",NA,NA
"df_pop_2017","Under $25,000","Illinois","Total","Estimate",14
"df_pop_2017","Under $25,000","Illinois","Total.Uninsured","Estimate",21.2
"df_pop_2017","Under $25,000","Illinois","Uninsured.Share",NA,NA
"df_pop_2017","Under $25,000","Indiana","Total","Estimate",15.3
"df_pop_2017","Under $25,000","Indiana","Total.Uninsured","Estimate",22.6
"df_pop_2017","Under $25,000","Indiana","Uninsured.Share",NA,NA
"df_pop_2017","Under $25,000","Iowa","Total","Estimate",13
"df_pop_2017","Under $25,000","Iowa","Total.Uninsured","Estimate",21.4
"df_pop_2017","Under $25,000","Iowa","Uninsured.Share",NA,NA
"df_pop_2017","Under $25,000","Kansas","Total","Estimate",13.6
"df_pop_2017","Under $25,000","Kansas","Total.Uninsured","Estimate",27.2
"df_pop_2017","Under $25,000","Kansas","Uninsured.Share",NA,NA
"df_pop_2017","Under $25,000","Kentucky","Total","Estimate",19.9
"df_pop_2017","Under $25,000","Kentucky","Total.Uninsured","Estimate",25.8
"df_pop_2017","Under $25,000","Kentucky","Uninsured.Share",NA,NA
"df_pop_2017","Under $25,000","Louisiana","Total","Estimate",22.8
"df_pop_2017","Under $25,000","Louisiana","Total.Uninsured","Estimate",31
"df_pop_2017","Under $25,000","Louisiana","Uninsured.Share",NA,NA
"df_pop_2017","Under $25,000","Maine","Total","Estimate",13.6
"df_pop_2017","Under $25,000","Maine","Total.Uninsured","Estimate",21.4
"df_pop_2017","Under $25,000","Maine","Uninsured.Share",NA,NA
"df_pop_2017","Under $25,000","Maryland","Total","Estimate",9.5
"df_pop_2017","Under $25,000","Maryland","Total.Uninsured","Estimate",12.9
"df_pop_2017","Under $25,000","Maryland","Uninsured.Share",NA,NA
"df_pop_2017","Under $25,000","Massachusetts","Total","Estimate",11.8
"df_pop_2017","Under $25,000","Massachusetts","Total.Uninsured","Estimate",14.6
"df_pop_2017","Under $25,000","Massachusetts","Uninsured.Share",NA,NA
"df_pop_2017","Under $25,000","Michigan","Total","Estimate",15.6
"df_pop_2017","Under $25,000","Michigan","Total.Uninsured","Estimate",21.7
"df_pop_2017","Under $25,000","Michigan","Uninsured.Share",NA,NA
"df_pop_2017","Under $25,000","Minnesota","Total","Estimate",10.2
"df_pop_2017","Under $25,000","Minnesota","Total.Uninsured","Estimate",16.3
"df_pop_2017","Under $25,000","Minnesota","Uninsured.Share",NA,NA
"df_pop_2017","Under $25,000","Mississippi","Total","Estimate",23.3
